Year,Month,Month_Name,Flood,Drought_Label,CO2,Cloud_Amount,Dew_Point,MSL_ArabianSea,MSL_BayOfBengal,MSL_IndianOcean,Max_Temp,Mean_Temp,Min_Temp,PM2_5,Precipitation,SPEI_12,SPEI_3,SPEI_6,SPI_12,SPI_3,SPI_6,Shortwave_Radiation,Vapour_Pressure,Wind_Speed
1996,4,Apr,1,No,0.0,1.519,0.001,0.0003,0.0019,0.008,0.008,0.00423,0.00196,0.033,0.008,0.0012,0.001,0.0188,0.0017,0.0001,0.0,9.618,0.0075,0.005
1996,5,May,1,No,0.0,1.519,0.001,0.0003,0.0019,2.493,0.000553,0.00423,0.0016,0.033,0.0067,0.0012,0.004,0.025,0.0,0.0001,0.0,9.618,0.0019,0.002
1996,6,June,1,No,0.0,0.008,0.2644,0.0009,0.0019,0.008,0.0005,0.0001,0.00196,0.033,0.008,0.0012,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0075,0.001
1996,7,July,1,No,0.0,0.008,0.2644,0.001,0.002,2.493,0.0005,0.0001,0.00196,0.033,0.0067,0.0012,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.001
1996,8,Aug,1,No,0.0,0.008,0.2644,0.001,0.0002,0.0004,0.0005,0.0001,0.00196,0.033,0.0067,1.251,0.001,0.0002,0.0,0.0001,0.0001,1.794,0.0019,0.001
1996,9,Sep,1,No,0.0,0.008,0.2644,0.0,0.0002,0.0004,0.000553,0.0127,0.0004,0.033,0.0067,0.0012,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.002
1996,10,Oct,1,No,0.0,0.008,0.2644,0.0,0.0002,0.0004,0.0005957,0.0127,0.0004,0.033,0.008,0.0012,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0075,0.005
1996,11,Nov,1,No,0.0,0.008,0.2644,0.0,0.0002,0.0004,0.0005957,0.0127,0.0002,0.033,0.0067,0.0012,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.00028
1996,12,Dec,1,No,0.0,0.002,0.0012,0.001,0.0002,0.0004,0.01077,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,0.0001,0.0005,0.002
1997,1,Jan,0,No,0.0,0.008,0.2644,0.001,0.0002,0.0004,0.0005957,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.002
1997,2,Feb,0,No,0.0,1.519,0.001,0.001,0.0002,0.0004,0.000553,0.0127,0.0002,0.033,0.005,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0015,0.00028
1997,3,Mar,0,No,0.0,1.519,0.001,0.001,0.002,0.0001,0.008,0.0001,0.0004,0.033,0.0067,0.0008,0.004,0.106,0.0017,0.0001,0.0001,9.618,0.0019,0.00028
1997,4,Apr,0,No,0.0,1.519,0.001,0.0009,0.0019,0.008,0.000553,0.0001,0.00196,0.033,0.0067,0.0008,0.001,0.106,0.0017,0.0001,0.0001,9.618,0.0019,0.005
1997,5,May,0,No,0.0,1.519,0.001,0.0003,0.0019,0.0004,0.000553,0.00423,0.0016,0.033,0.008,0.0008,0.004,0.0002,0.0017,0.0001,0.0001,9.618,0.0075,0.00028
1997,6,June,0,No,0.0,1.519,0.001,0.0003,0.0019,2.493,0.000553,0.0018,0.0016,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0,9.618,0.0019,0.001
1997,7,July,0,No,0.0,0.008,0.2644,0.0009,0.0019,0.008,0.000553,0.0001,0.0016,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.001
1997,8,Aug,0,No,0.0,0.008,0.2644,0.001,0.002,0.0004,0.000553,0.0001,0.00196,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.001
1997,9,Sep,0,No,0.0,1.519,0.001,0.001,0.002,0.0004,0.000553,0.0001,0.00196,0.033,0.008,0.036,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0075,0.00028
1997,10,Oct,0,No,0.0,0.008,0.2644,0.001,0.002,0.0001,0.0005957,0.0127,0.0004,0.033,0.008,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0075,0.005
1997,11,Nov,0,No,0.0,0.002,0.0012,0.0009,0.002,0.0001,0.000553,0.0029,0.0004,0.033,0.0067,0.0008,0.0,0.025,0.0017,0.004,0.001,0.0001,0.0019,0.005
1997,12,Dec,0,No,0.0,0.002,0.0012,0.0009,0.002,0.0001,0.000553,0.0029,0.0002,0.033,0.008,0.036,0.0,0.025,0.0017,0.0,0.0,0.0001,0.0075,0.00028
1998,1,Jan,0,No,0.0,0.008,0.2644,0.0009,0.002,0.0001,0.0005957,0.0029,0.0002,0.033,0.0067,0.036,0.008,0.025,0.0017,0.025,0.0,1.794,0.0005,0.002
1998,2,Feb,0,No,0.0,1.519,0.001,0.0009,0.002,0.0001,0.000553,0.0127,0.0002,0.033,0.0067,0.036,0.001,0.025,0.0017,0.0001,0.0,9.618,0.0005,0.00028
1998,3,Mar,0,No,0.0,1.519,0.001,0.0009,0.0019,0.008,0.008,0.0001,0.0004,0.033,0.0067,0.0008,0.0,0.013,0.0017,0.0001,0.0,9.618,0.0005,0.00028
1998,4,Apr,0,No,0.0,1.519,0.001,0.0003,0.0019,2.493,0.000553,0.00423,0.0016,0.033,0.0067,0.0008,0.0,0.0002,0.0017,0.025,0.001,9.618,0.0019,0.00028
1998,5,May,0,No,0.0,1.519,0.001,0.0003,0.0054,2.493,0.000553,0.00423,0.0016,0.033,0.0067,0.024,0.001,0.0002,0.0,0.0001,0.0001,9.618,0.0019,0.002
1998,6,June,0,No,0.0,1.519,0.001,0.0009,0.0019,0.008,0.000553,0.00423,0.0016,0.033,0.0067,0.0008,0.001,0.0188,0.0,0.0001,0.0001,9.618,0.0019,0.001
1998,7,July,0,No,0.0,0.008,0.2644,0.0009,0.002,0.0001,0.0005,0.0001,0.0016,0.033,0.008,0.036,0.001,0.0002,0.0,0.0001,0.0001,1.794,0.0075,0.001
1998,8,Aug,0,No,0.0,0.008,0.2644,0.001,0.002,0.0004,0.000553,0.0001,0.00196,0.033,0.0067,0.024,0.001,0.0002,0.0,0.0001,0.0001,1.794,0.0019,0.00028
1998,9,Sep,0,No,0.0,0.008,0.2644,0.001,0.002,0.0004,0.0005,0.0001,0.00196,0.033,0.008,0.024,0.036,0.0002,0.0,0.0001,0.0001,1.794,0.0075,0.002
1998,10,Oct,0,No,0.0,0.008,0.2644,0.001,0.0002,0.0004,0.0005957,0.0127,0.0004,0.033,0.008,0.024,0.001,0.0002,0.0,0.0001,0.0001,1.794,0.0075,0.00028
1998,11,Nov,0,No,0.0,0.008,0.2644,0.0,0.0002,0.0004,0.0005957,0.0127,0.0002,0.033,0.008,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0075,0.005
1998,12,Dec,0,No,0.0,0.002,0.0012,0.001,0.0002,0.0004,0.01077,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.025,0.0017,0.0001,0.0,0.0001,0.0005,0.002
1999,1,Jan,0,No,0.0,0.008,0.2644,0.001,0.002,0.0004,0.0005957,0.0029,0.0016,0.033,0.005,0.0008,0.008,0.013,0.0017,0.0001,0.0,1.794,0.0015,0.002
1999,2,Feb,0,No,0.0,1.519,0.001,0.001,0.002,0.0004,0.0005957,0.0127,0.0002,0.033,0.0067,0.0008,0.036,0.025,0.0,0.004,0.0001,9.618,0.0005,0.002
1999,3,Mar,0,No,0.0,1.519,0.001,0.0009,0.002,0.0001,0.008,0.0001,0.0004,0.033,0.0067,0.036,0.001,0.0002,0.0,0.0001,0.0001,9.618,0.0019,0.00028
1999,4,Apr,0,No,0.0,1.519,0.001,0.0009,0.002,0.0001,0.000553,0.0018,0.00196,0.033,0.0067,0.024,0.001,0.0002,0.0,0.0001,0.0001,9.618,0.0005,0.00028
1999,5,May,0,No,0.0,1.519,0.001,0.0009,0.0019,0.008,0.008,0.0001,0.00196,0.033,0.008,0.024,0.001,0.013,0.0,0.0001,0.0,9.618,0.0075,0.002
1999,6,June,0,No,0.0,1.519,0.001,0.0009,0.002,0.0001,0.008,0.0001,0.00196,0.033,0.0067,0.024,0.001,0.0002,0.0,0.0001,0.0001,9.618,0.0005,0.001
1999,7,July,0,No,0.0,0.008,0.2644,0.001,0.002,0.0004,0.0005,0.0001,0.00196,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.001
1999,8,Aug,0,No,0.0,1.519,0.001,0.001,0.0002,0.0004,0.000553,0.0001,0.00196,0.033,0.0067,0.0008,0.004,0.0002,0.0017,0.025,0.0001,9.618,0.0005,0.001
1999,9,Sep,0,No,0.0,1.519,0.001,0.0,0.0002,0.0004,0.008,0.0001,0.00196,0.033,0.0067,0.0008,0.004,0.025,0.0017,0.0,0.0001,9.618,0.0005,0.002
1999,10,Oct,0,No,0.0,0.008,0.2644,0.0,0.0002,0.0004,0.0005957,0.0127,0.0004,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.005
1999,11,Nov,0,No,0.0,0.008,0.2644,0.0,0.0002,0.0004,0.0005957,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.002
1999,12,Dec,0,No,0.0,0.008,0.2644,0.001,0.0002,0.0004,0.01077,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.002
2000,1,Jan,0,No,0.0,0.008,0.2644,0.001,0.002,0.0004,0.000553,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.002
2000,2,Feb,0,No,0.0,0.008,0.2644,0.001,0.002,0.0004,0.0005957,0.0127,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.00028
2000,3,Mar,0,No,0.0,1.519,0.001,0.001,0.002,2.493,0.000553,0.0001,0.0004,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0005,0.005
2000,4,Apr,0,No,0.0,1.519,0.001,0.0009,0.002,0.0001,0.000553,0.0018,0.0016,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0019,0.00028
2000,5,May,0,No,0.0,1.519,0.001,0.0009,0.002,0.0001,0.000553,0.00423,0.0016,0.033,0.0067,0.0012,0.004,0.0002,0.0017,0.0001,0.0001,9.618,0.0019,0.002
2000,6,June,0,No,0.0,0.008,0.2644,0.0009,0.002,0.0001,0.000553,0.0001,0.0016,0.033,0.0067,0.0012,0.001,0.0002,0.0,0.0001,0.0001,1.794,0.0005,0.001
2000,7,July,0,No,0.0,0.008,0.2644,0.001,0.0002,0.0004,0.000553,0.0001,0.00196,0.033,0.0067,0.0012,0.004,0.0002,0.0,0.0,0.0001,0.0004,0.0005,0.001
2000,8,Aug,0,No,0.0,0.008,0.2644,0.001,0.0002,0.0004,0.000553,0.00423,0.00196,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.001
2000,9,Sep,0,No,0.0,0.008,0.2644,0.0,0.0002,0.0004,0.000553,0.0001,0.0004,0.033,0.008,0.0008,0.036,0.0002,0.0017,0.025,0.0001,1.794,0.0075,0.00028
2000,10,Oct,0,No,0.0,0.008,0.2644,0.001,0.0002,0.0004,0.0005957,0.0127,0.0004,0.033,0.0067,0.0008,0.036,0.0002,0.0017,0.004,0.0001,1.794,0.0019,0.005
2000,11,Nov,0,No,0.0,0.008,0.2644,0.001,0.0002,0.0004,0.0005957,0.00423,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.002
2000,12,Dec,0,No,0.0,0.008,0.2644,0.001,0.0002,0.0004,0.000553,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.002
2001,1,Jan,0,No,0.0004,0.008,0.2644,0.001,0.002,0.0004,0.0005957,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.002
2001,2,Feb,0,No,0.0004,1.519,0.001,0.001,0.0002,0.0004,0.0005,0.0127,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0019,0.005
2001,3,Mar,0,No,0.0004,1.519,0.001,0.0009,0.002,0.0001,0.008,0.0001,0.0004,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0005,0.00028
2001,4,Apr,0,No,0.0004,1.519,0.001,0.0009,0.0019,0.008,0.000553,0.0001,0.00196,0.033,0.008,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0075,0.005
2001,5,May,0,No,0.0004,1.519,0.001,0.0009,0.0019,0.008,0.000553,0.00423,0.0016,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0005,0.002
2001,6,June,0,No,0.0004,0.008,0.2644,0.0009,0.002,0.0001,0.000553,0.0001,0.0016,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.001
2001,7,July,0,No,0.0004,0.008,0.2644,0.001,0.002,0.0004,0.000553,0.0001,0.00196,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.001
2001,8,Aug,0,No,0.0004,0.008,0.2644,0.0,0.0002,0.0004,0.000553,0.0001,0.00196,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,0.0004,0.0005,0.001
2001,9,Sep,0,No,0.0004,1.519,0.001,0.0,0.0002,0.0004,0.0005,0.0001,0.00196,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0019,0.00028
2001,10,Oct,0,No,0.0004,0.008,0.2644,0.0,0.0002,0.0004,0.0005957,0.0127,0.0004,0.033,0.008,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0075,0.005
2001,11,Nov,0,No,0.0004,0.008,0.2644,0.0,0.0002,0.0004,0.0005957,0.0029,0.0002,0.033,0.008,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,0.0004,0.0075,0.00028
2001,12,Dec,0,No,0.0004,0.002,0.0012,0.001,0.0002,0.0004,0.01077,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,0.0001,0.0005,0.002
2002,1,Jan,0,No,0.0004,0.008,0.2644,0.001,0.002,0.0004,0.0005957,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.002
2002,2,Feb,0,No,0.0004,0.008,0.2644,0.001,0.002,0.0004,0.0005957,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.002
2002,3,Mar,0,No,0.0004,1.519,0.001,0.0009,0.002,0.0001,0.008,0.0001,0.0004,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0005,0.00028
2002,4,Apr,0,No,0.0004,1.519,0.001,0.0003,0.0019,0.0004,0.000553,0.00423,0.0016,0.033,0.0067,0.036,0.004,0.106,0.0017,0.0,0.0,9.618,0.0019,0.00028
2002,5,May,0,No,0.0004,1.519,0.001,0.0009,0.0019,0.008,0.000553,0.00423,0.0016,0.033,0.008,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0075,0.002
2002,6,June,0,No,0.0004,1.519,0.001,0.0009,0.002,0.0001,0.008,0.0018,0.0016,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0019,0.001
2002,7,July,0,No,0.0004,1.519,0.001,0.001,0.0002,0.0004,0.008,0.0018,0.0016,0.033,0.0067,0.0012,0.001,0.106,0.0017,0.0001,0.001,9.618,0.0005,0.001
2002,8,Aug,0,No,0.0004,0.008,0.2644,0.001,0.0002,0.0004,0.000553,0.0001,0.00196,0.033,0.0067,0.0012,0.0004,0.0188,0.0,0.0,0.0,1.794,0.0005,0.001
2002,9,Sep,0,No,0.0004,1.519,0.001,0.001,0.0002,0.0004,0.008,0.0001,0.00196,0.033,0.0067,1.251,0.008,0.0188,0.0,0.0694,0.0,9.618,0.0005,0.002
2002,10,Oct,0,No,0.0004,0.008,0.2644,0.001,0.0002,0.0004,0.0005957,0.0127,0.0004,0.033,0.008,0.0012,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0075,0.005
2002,11,Nov,0,No,0.0004,0.008,0.2644,0.001,0.0002,0.0004,0.0005957,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.00028
2002,12,Dec,0,No,0.0004,0.008,0.2644,0.001,0.002,0.0004,0.0005957,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.002
2003,1,Jan,0,No,0.0004,0.008,0.2644,0.001,0.002,0.0004,0.0005957,0.0029,0.0002,0.033,0.005,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0015,0.002
2003,2,Feb,0,No,0.0004,1.519,0.001,0.0009,0.002,0.0001,0.000553,0.0127,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0005,0.00028
2003,3,Mar,0,No,0.0004,1.519,0.001,0.0009,0.002,0.0001,0.000553,0.0001,0.0004,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0005,0.00028
2003,4,Apr,0,No,0.0004,1.519,0.001,0.0003,0.0019,0.0004,0.000553,0.0018,0.0016,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0019,0.00028
2003,5,May,0,No,0.0004,1.519,0.001,0.0003,0.0019,2.493,0.000553,0.00423,0.0016,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0019,0.002
2003,6,June,0,No,0.0004,1.519,0.001,0.0003,0.0019,2.493,0.000553,0.0018,0.0016,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0019,0.001
2003,7,July,0,No,0.0004,0.008,0.2644,0.0009,0.002,0.0001,0.000553,0.0001,0.0016,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.001
2003,8,Aug,0,No,0.0004,0.008,0.2644,0.001,0.0002,0.0004,0.0005,0.0001,0.00196,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.001
2003,9,Sep,0,No,0.0004,1.519,0.001,0.001,0.0002,0.0004,0.008,0.0001,0.00196,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0005,0.002
2003,10,Oct,0,No,0.0004,0.008,0.2644,0.001,0.0002,0.0004,0.0005957,0.0127,0.0004,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.005
2003,11,Nov,0,No,0.0004,0.002,0.0012,0.001,0.002,0.0004,0.000553,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,0.0001,0.0019,0.002
2003,12,Dec,0,No,0.0004,0.008,0.2644,0.001,0.002,0.0001,0.0005957,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0005,0.002
2004,1,Jan,0,No,0.0004,0.008,0.2644,0.0009,0.002,0.0001,0.0005957,0.0029,0.0002,0.033,0.0067,0.0008,0.004,0.025,0.0017,0.0001,0.0001,1.794,0.0019,0.002
2004,2,Feb,0,No,0.0004,1.519,0.001,0.0009,0.002,0.0001,0.000553,0.0127,0.0002,0.033,0.005,0.036,0.0,0.106,0.0017,0.0,0.0001,9.618,0.0015,0.002
2004,3,Mar,0,No,0.0004,1.519,0.001,0.0009,0.002,0.0001,0.000553,0.0001,0.0004,0.033,0.0067,0.0012,0.004,0.0002,0.0017,0.0001,0.0001,9.618,0.0019,0.00028
2004,4,Apr,0,No,0.0004,1.519,0.001,0.0009,0.0019,0.008,0.000553,0.00423,0.0016,0.033,0.008,0.0012,0.001,0.106,0.0017,0.0001,0.0001,9.618,0.0075,0.00028
2004,5,May,0,No,0.0004,0.008,0.2644,0.0009,0.0019,0.008,0.0005,0.0001,0.00196,0.033,0.0067,0.0008,0.036,0.0002,0.0017,0.0,0.0001,1.794,0.0019,0.002
2004,6,June,0,No,0.0004,1.519,0.001,0.0009,0.0019,0.008,0.000553,0.0001,0.00196,0.033,0.0067,0.0008,0.036,0.0002,0.0017,0.0,0.0,9.618,0.0019,0.001
2004,7,July,0,No,0.0004,0.008,0.2644,0.001,0.002,0.0004,0.000553,0.0001,0.00196,0.033,0.0067,0.0008,0.0,0.013,0.0017,0.0,0.001,1.794,0.0019,0.001
2004,8,Aug,0,No,0.0004,1.519,0.001,0.001,0.0002,0.0004,0.000553,0.0001,0.00196,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0005,0.001
2004,9,Sep,0,No,0.0004,0.008,0.2644,0.001,0.0002,0.0004,0.000553,0.0001,0.0004,0.033,0.008,0.0008,0.036,0.0,0.0,0.004,0.0,1.794,0.0075,0.00028
2004,10,Oct,0,No,0.0004,0.008,0.2644,0.001,0.0002,0.0004,0.0005957,0.0127,0.0004,0.033,0.0067,0.0008,0.036,0.0,0.0,0.004,0.0,1.794,0.0019,0.00028
2004,11,Nov,0,No,0.0004,0.002,0.0012,0.001,0.002,0.0004,0.000553,0.0029,0.0002,0.033,0.0067,0.0008,0.008,0.0002,0.0017,0.0001,0.0001,0.0001,0.0019,0.002
2004,12,Dec,0,No,0.0004,0.008,0.2644,0.0009,0.002,0.0001,0.000553,0.0029,0.0002,0.033,0.0067,0.0008,0.001,0.0002,0.0,0.0001,0.0001,1.794,0.0005,0.002
2005,1,Jan,1,No,0.011,0.008,0.2644,0.0009,0.002,0.0001,0.0005957,0.0029,0.0002,0.033,0.0067,0.0008,0.008,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.00028
2005,2,Feb,1,No,0.011,1.519,0.001,0.0009,0.002,0.0001,0.0005,0.0127,0.0002,0.033,0.005,0.0008,0.004,0.0002,0.0017,0.0,0.0001,9.618,0.0015,0.00028
2005,3,Mar,1,No,0.011,1.519,0.001,0.0009,0.0019,0.008,0.008,0.0001,0.0004,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0005,0.00028
2005,4,Apr,1,No,0.011,1.519,0.001,0.0009,0.0019,0.008,0.0005,0.0001,0.00196,0.033,0.0067,0.036,0.001,0.0002,0.0,0.025,0.0001,9.618,0.0019,0.005
2005,5,May,1,No,0.011,1.519,0.001,0.0003,0.0002,2.493,0.000553,0.00423,0.0016,0.033,0.008,0.0008,0.001,0.0002,0.0017,0.004,0.0001,9.618,0.0075,0.00028
2005,6,June,1,No,0.011,1.519,0.001,0.0003,0.0019,0.0004,0.008,0.0018,0.0016,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,9.618,0.0019,0.001
2005,7,July,1,No,0.011,0.008,0.2644,0.0009,0.002,0.0001,0.000553,0.0001,0.0016,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0,0.0001,1.794,0.0019,0.001
2005,8,Aug,1,No,0.011,1.519,0.001,0.001,0.002,0.0001,0.000553,0.0001,0.00196,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0,0.0001,9.618,0.0005,0.001
2005,9,Sep,1,No,0.011,0.008,0.2644,0.001,0.002,0.0004,0.0005,0.0001,0.00196,0.033,0.008,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0075,0.002
2005,10,Oct,1,No,0.011,0.008,0.2644,0.001,0.002,0.0004,0.0005957,0.0127,0.0004,0.033,0.0067,0.0008,0.001,0.0002,0.0017,0.0001,0.0001,1.794,0.0019,0.005
